kfold_file,feature,fold,model_file,val_acc,test_acc
Dataset_10FoldCV_random.csv,texture,7,Dataset_10FoldCV_random_models/ENCODER-texture-l2rate0.01-dropout0.5-fold7.h5,0.8324607610702515,0.8691099286079407
Dataset_10FoldCV_random.csv,fourier,7,Dataset_10FoldCV_random_models/ENCODER-fourier-l2rate0.1-dropout0.5-fold7.h5,0.8848167657852173,0.9162303805351256
Dataset_10FoldCV_random.csv,shape,7,Dataset_10FoldCV_random_models/ENCODER-shape-l2rate0.0001-dropout0.5-fold7.h5,0.9371727705001832,0.9371727705001832
Dataset_10FoldCV_random.csv,image,8,Dataset_10FoldCV_random_models/ENCODER-image-l2rate0.0001-dropout0.5-fold8.h5,1.0,0.9790576100349426
Dataset_10FoldCV_random.csv,vein,8,Dataset_10FoldCV_random_models/ENCODER-vein-l2rate0.001-dropout0.5-fold8.h5,0.9738219976425172,0.9633507728576659
Dataset_10FoldCV_random.csv,xyprojection,8,Dataset_10FoldCV_random_models/ENCODER-xyprojection-l2rate0.1-dropout0.5-fold8.h5,0.9162303805351256,0.8952879309654236
Dataset_10FoldCV_random.csv,color,8,Dataset_10FoldCV_random_models/ENCODER-color-l2rate0.0001-dropout0.5-fold8.h5,0.9581151604652404,0.9476439952850342
Dataset_10FoldCV_random.csv,texture,8,Dataset_10FoldCV_random_models/ENCODER-texture-l2rate0.1-dropout0.5-fold8.h5,0.8848167657852173,0.8429319262504578
Dataset_10FoldCV_random.csv,fourier,8,Dataset_10FoldCV_random_models/ENCODER-fourier-l2rate0.01-dropout0.5-fold8.h5,0.9371727705001832,0.9057591557502748
Dataset_10FoldCV_random.csv,shape,8,Dataset_10FoldCV_random_models/ENCODER-shape-l2rate0.0001-dropout0.5-fold8.h5,0.9371727705001832,0.9109947681427002
Dataset_10FoldCV_random.csv,image,9,Dataset_10FoldCV_random_models/ENCODER-image-l2rate0.01-dropout0.5-fold9.h5,1.0,0.9790576100349426
Dataset_10FoldCV_random.csv,vein,9,Dataset_10FoldCV_random_models/ENCODER-vein-l2rate0.001-dropout0.5-fold9.h5,0.9685863852500916,0.9476439952850342
Dataset_10FoldCV_random.csv,xyprojection,9,Dataset_10FoldCV_random_models/ENCODER-xyprojection-l2rate0.1-dropout0.5-fold9.h5,0.9319371581077576,0.8481675386428833
Dataset_10FoldCV_random.csv,color,9,Dataset_10FoldCV_random_models/ENCODER-color-l2rate0.001-dropout0.5-fold9.h5,0.9319371581077576,0.8900523781776428
Dataset_10FoldCV_random.csv,texture,9,Dataset_10FoldCV_random_models/ENCODER-texture-l2rate0.1-dropout0.5-fold9.h5,0.8586387634277344,0.801047146320343
Dataset_10FoldCV_random.csv,fourier,9,Dataset_10FoldCV_random_models/ENCODER-fourier-l2rate0.001-dropout0.5-fold9.h5,0.9371727705001832,0.9057591557502748
Dataset_10FoldCV_random.csv,shape,9,Dataset_10FoldCV_random_models/ENCODER-shape-l2rate0.01-dropout0.5-fold9.h5,0.9371727705001832,0.8795811533927917
Dataset_10FoldCV_random.csv,image,10,Dataset_10FoldCV_random_models/ENCODER-image-l2rate0.001-dropout0.5-fold10.h5,1.0,0.9894737005233764
Dataset_10FoldCV_random.csv,vein,10,Dataset_10FoldCV_random_models/ENCODER-vein-l2rate0.001-dropout0.5-fold10.h5,0.9738219976425172,0.9421052336692809
Dataset_10FoldCV_random.csv,xyprojection,10,Dataset_10FoldCV_random_models/ENCODER-xyprojection-l2rate0.001-dropout0.5-fold10.h5,0.9319371581077576,0.9052631855010986
Dataset_10FoldCV_random.csv,color,10,Dataset_10FoldCV_random_models/ENCODER-color-l2rate0.01-dropout0.5-fold10.h5,0.9528796076774596,0.8842105269432068
Dataset_10FoldCV_random.csv,texture,10,Dataset_10FoldCV_random_models/ENCODER-texture-l2rate0.01-dropout0.5-fold10.h5,0.8743455410003662,0.8315789699554443
Dataset_10FoldCV_random.csv,fourier,10,Dataset_10FoldCV_random_models/ENCODER-fourier-l2rate1.0-dropout0.5-fold10.h5,0.9214659929275512,0.9052631855010986
Dataset_10FoldCV_random.csv,shape,10,Dataset_10FoldCV_random_models/ENCODER-shape-l2rate0.0001-dropout0.5-fold10.h5,0.9371727705001832,0.9421052336692809
